# file name
# Figure_non-wetting_data.xlsx
# pressure
# 29.5
# delta pressure
# 292.2
# condensate
# RGG
# state
# nonwetting
186.00,0.000
186.20,0.584
186.40,1.752
186.60,2.368
186.80,2.887
187.00,3.342
187.20,3.763
187.40,4.153
187.60,4.509
187.80,4.899
188.00,5.158
188.20,5.515
188.40,5.807
188.60,6.034
188.80,6.326
189.00,6.521
189.20,6.813
189.40,7.008
189.60,7.202
189.80,7.364
190.00,7.559
190.20,7.851
190.40,7.916
190.60,8.208
190.80,8.403
191.00,8.597
191.20,8.824
191.40,8.954
191.60,9.084
191.80,9.278
192.00,9.473
192.20,9.668
192.40,9.700
192.60,9.927
192.80,9.960
193.00,10.284
193.20,10.349
193.40,10.479
193.60,10.544
193.80,10.706
194.00,10.901
194.20,10.998
194.40,11.193
194.60,11.225
194.80,11.225
195.00,11.485
195.20,11.517
195.40,11.744
195.60,11.777
195.80,11.841
196.00,11.939
196.20,12.166
196.40,12.198
196.60,12.360
196.80,12.523
197.00,12.555
197.20,12.588
197.40,12.912
197.60,13.009
197.80,13.042
198.00,13.074
198.20,13.301
198.40,13.399
198.60,13.463
198.80,13.528
199.00,13.626
199.20,13.691
