# file name
# 051722-1_coated pipette.xlsx
# pressure
# -51.6
# delta pressure
# 287.7
# condensate
# Synapsin
# state
# nonwetting
371.00,17.537
371.50,17.443
373.00,17.348
374.00,17.182
375.00,16.948
377.00,16.822
378.50,16.631
379.50,16.465
381.00,16.298
383.00,16.121
384.50,15.839
385.50,15.624
387.00,15.493
388.50,15.176
390.00,14.907
391.50,14.674
393.00,14.508
394.50,14.220
396.00,14.077
397.50,13.901
399.00,13.736
400.50,13.653
402.00,13.396
403.50,13.050
405.00,12.837
406.50,12.556
407.50,12.393
409.00,12.049
410.50,11.837
412.00,11.744
413.50,11.517
414.50,11.296
415.50,11.164
416.50,11.021
417.50,10.643
419.00,10.452
420.00,10.303
421.50,10.129
422.50,9.972
423.50,9.854
424.50,9.594
426.00,9.376
427.00,9.167
428.00,8.934
429.50,8.753
431.00,8.493
432.00,8.188
433.00,8.090
434.00,7.830
435.00,7.622
436.00,7.407
437.00,7.278
438.00,7.091
439.00,6.831
440.00,6.616
441.00,6.509
442.50,6.219
444.00,5.991
445.00,5.765
446.00,5.574
447.00,5.402
448.00,5.244
